,x,y
153574,2.5872884,-5.386854
153820,-3.362696,-7.1090984
153939,14.826401,-2.906576
153967,3.5383313,-2.6667707
153996,5.3465233,4.367316
154025,8.4906645,4.6285377
154104,-1.0329338,-6.949593
154173,13.341752,2.7502022
154244,6.2298894,-9.136515
154569,3.6835456,0.9677794
154736,2.1176639,0.722292
154773,-2.900869,-7.983694
155205,-2.0052097,-8.340345
155306,6.728151,6.010434
155358,-2.041527,-7.6004825
155406,-2.7455137,-7.862837
155414,2.3581076,-1.3516381
156250,2.9646423,-2.8301442
156260,0.10284369,-5.493478
156563,8.146526,3.721076
156786,4.3900304,-2.5882444
156839,4.729244,3.2624748
156869,12.263337,2.9084032
156945,5.5273814,4.248036
157009,4.24116,0.48332635
157085,5.723743,-2.8048742
157133,5.2192535,-1.7368336
157365,4.3178844,0.8724043
157672,-2.3827705,-8.462573
157685,1.610081,0.56503516
157749,3.7505953,-5.225239
157841,-1.9553119,-6.9539537
157890,2.0379457,-1.2301748
157965,3.1074638,-3.3840446
158188,10.525044,4.338155
158393,4.2740736,-3.5372593
158407,6.078939,5.5678225
158879,4.8312464,0.7665053
159228,2.7487135,3.5859532
159411,2.1491663,0.5356957
159649,2.8980622,-5.2817807
159654,1.8103983,2.3820465
159673,4.407817,-5.1294274
